,Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
182,Correio da Manhã,cmjornal,469974510474,TOPIC_NEWSPAPER,PT,"Correio da Manhã, o jornal líder de audiências em Portugal, feito por pessoas a pensar em pessoas.
Site: https://www.cmjornal.pt",2010-02-12 09:43:08,1522956.0,1560667.0,2022-01-08 19:51:34 WET,2022-01-08,19:51:34,Link,80,16,40,1,0,4,16,0,3,0,,-,0,0,0,,https://www.facebook.com/469974510474/posts/10166258362040475,"Francisco Rodrigues dos Santos insistiu que o voto no partido que lidera é ""o único voto útil para quem quer um Governo de direita em Portugal""",https://www.cmjornal.pt/politica/detalhe/cds-pp-e-unico-partido-com-orgulho-na-heranca-de-passos-e-portas,,,"CDS-PP é ""único partido"" com orgulho na herança de Passos e Portas","Francisco Rodrigues dos Santos insistiu que o voto no partido que lidera é ""o único voto útil para quem quer um Governo de direita em Portugal"".",,,,80,-2.39
183,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1156405.0,1140504.0,2022-01-20 11:00:00 WET,2022-01-20,11:00:00,Native Video,79,40,25,3,0,2,7,1,1,0,owned,Yes,2558,2564,0,00:02:12,https://www.facebook.com/101826228779402/posts/241354784826545,"Em que circunstâncias compraria uma arma para defesa pessoal? Francisco Rodrigues dos Santos responde em 120 segundos a questões improváveis. A TVI e a CNN Portugal fizeram perguntas improváveis aos vários líderes partidários. Desse lado, o que perguntariam?",https://www.facebook.com/cnnportugal/videos/4785896214822335/,,,Francisco Rodrigues dos Santos em 120 segundos,,,,,79,-2.28
185,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1329034.0,1335787.0,2022-01-09 22:24:51 WET,2022-01-09,22:24:51,Link,78,35,26,1,1,0,15,0,0,0,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5419296118098655,,https://www.dn.pt/politica/dois-monologos-frente-a-frente-costa-e-chicao-nao-se-entenderam-em-nada--14475562.html,,,Dois monólogos frente a frente. Costa e ″Chicão″ discordaram de tudo,"Os líderes do PS e do CDS-PP, António Costa e Francisco Rodrigues dos Santos. Cada um disse o que queria dizer e não concordaram em nada. Dois tempos de antena partilhados em comum no mesmo estúdio.",,,,78,-1.55
186,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155036.0,1138258.0,2022-01-05 08:00:24 WET,2022-01-05,08:00:24,Link,77,30,39,0,0,1,2,5,0,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/230407882587902,Presidente do CDS-PP classificou o PAN como um “partido animalista radical“ que quer “impor de forma ditatorial a sua forma de vida às pessoas“.,https://cnnportugal.iol.pt/ines-sousa-real/francisco-rodrigues-dos-santos/touradas-motivam-acusacoes-entre-pan-e-cds-do-lobo-vestido-de-cordeiro-ao-chicao-do-seculo-passado/20220105/61d4cd790cf2cc58e7db285c?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"Touradas motivam acusações entre PAN e CDS. Do ""lobo vestido de cordeiro"" ao Chicão do século passado","Inês Sousa Real quer acabar com as touradas por considerar ser uma forma de divertimento ""anacrónica"", mas Francisco Rodrigues dos Santos garantiu que com ""o CDS no governo o IVA da tauromaquia vai baixar novamente""",,,,77,-1.82
188,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1189017.0,1186031.0,2022-01-10 14:10:00 WET,2022-01-10,14:10:00,Link,77,17,37,0,1,1,20,0,1,0,,-,0,0,0,,https://www.facebook.com/88388366982/posts/10160057210096983,Nova campanha do partido de Francisco Rodrigues dos Santos tem uma mensagem directa para os traseuntes. Veja os cartazes 👇,https://www.publico.pt/2022/01/10/politica/noticia/cds-faz-campanha-porta-ps-psd-il-chega-1991305,,,"CDS lança cartazes direccionados para eleitores do PS, PSD, IL e Chega",Nova campanha do partido de Francisco Rodrigues dos Santos tem uma mensagem directa para os traseuntes,,,,77,-1.22
191,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1188983.0,1185953.0,2022-01-08 20:35:01 WET,2022-01-08,20:35:01,Link,76,16,28,2,0,0,25,1,4,0,,-,0,0,0,,https://www.facebook.com/88388366982/posts/10160053165626983,"CDS quer reverter o acordo ortográfico, rejeitar a regionalização, privatizar a TAP, reverter a extinção do SEF, impedir a legalização da eutanásia e limitar o mandato dos deputados, entre outras medidas anunciadas neste sábado.",https://www.publico.pt/2022/01/08/politica/noticia/lider-cds-apresenta-quinze-linhas-azuis-cds-viabilizar-governo-direita-1991230?ref=ultimas&cx=page__section,,,Líder do CDS apresenta “quinze linhas azuis do CDS para viabilizar um governo de direita”,"CDS quer reverter o acordo ortográfico, rejeitar a regionalização, privatizar a TAP, reverter a extinção do SEF, impedir a legalização da eutanásia e limitar o mandato dos deputados, entre outras medidas anunciadas neste sábado.",,,,76,-1.24
193,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760641.0,796750.0,2022-01-06 08:00:24 WET,2022-01-06,08:00:24,Link,75,23,32,1,0,0,19,0,0,0,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159307251717949,"Francisco Rodrigues dos Santos e João Cotrim estiveram frente a frente pela primeira vez, com o primeiro ao ataque e o segundo no contra-golpe. No fim, a nova direita bateu o líder mais novo",https://expresso.pt/politica/o-dia-em-que-o-liberal-bateu-o-conservador-de-direita-as-notas-e-explicacoes-dos-comentadores-expresso,https://expresso.pt/politica/o-dia-em-que-o-liberal-bateu-o-conservador-de-direita-as-notas-e-explicacoes-dos-comentadores-expresso/,,O dia em que o novo liberal bateu o jovem conservador de direita (as notas e explicações dos comentadores Expresso) - Expresso,"Francisco Rodrigues dos Santos e João Cotrim estiveram frente a frente pela primeira vez, com o primeiro ao ataque e o segundo no contra-golpe. No fim, a nova direita bateu o líder mais novo",,,,75,-1.29
194,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155496.0,1138998.0,2022-01-12 21:15:09 WET,2022-01-12,21:15:09,Link,74,12,47,1,0,0,12,2,0,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/235914432037247,Veja aqui o debate mais ruidoso da campanha até ao momento:,https://cnnportugal.iol.pt/videos/decisao-22-o-debate-entre-francisco-rodrigues-dos-santos-e-andre-ventura-na-integra/61df2dbc0cf21a10a4192ade?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/videos/decisao-22-o-debate-entre-francisco-rodrigues-dos-santos-e-andre-ventura-na-integra/61df2dbc0cf21a10a4192ade,,Decisão 22: o debate entre Francisco Rodrigues dos Santos e André Ventura na íntegra,,,,,74,-1.81
196,TVI,TviOficial,107038856024130,TV_NETWORK,PT,"Aqui, juntos, criamos a sua televisão.",2010-09-08 13:41:33,1417616.0,2250690.0,2022-01-12 22:40:06 WET,2022-01-12,22:40:06,Link,74,25,34,0,2,5,8,0,0,0,,-,0,0,0,,https://www.facebook.com/107038856024130/posts/5030249470369686,Veja aqui o debate mais ruidoso de toda a campanha:,https://cnnportugal.iol.pt/videos/decisao-22-o-debate-entre-francisco-rodrigues-dos-santos-e-andre-ventura-na-integra/61df2dbc0cf21a10a4192ade?utm_source=facebook&utm_medium=social&utm_campaign=ed-tvi,https://cnnportugal.iol.pt/videos/decisao-22-o-debate-entre-francisco-rodrigues-dos-santos-e-andre-ventura-na-integra/61df2dbc0cf21a10a4192ade,,Decisão 22: o debate entre Francisco Rodrigues dos Santos e André Ventura na íntegra,,,,,74,-2.95
197,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760806.0,797157.0,2022-01-17 22:15:06 WET,2022-01-17,22:15:06,Link,74,14,16,1,0,2,37,0,3,1,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159326828642949,Francisco Rodrigues dos Santos acredita que o seu partido pode ser a grande surpresa da noite eleitoral,https://expresso.pt/eleicoes-legislativas-2022/cds-recusa-acordos-com-o-pan-e-alerta-psd-que-nao-vale-tudo-para-governar,https://expresso.pt/eleicoes-legislativas-2022/cds-recusa-acordos-com-o-pan-e-alerta-psd-que-nao-vale-tudo-para-governar/,,CDS recusa acordos com o PAN e alerta PSD que “não vale tudo“ para governar - Expresso,Francisco Rodrigues dos Santos acredita que o seu partido pode ser a grande surpresa da noite eleitoral,,,,74,-1.28
199,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764345.0,1941895.0,2022-01-27 10:53:08 WET,2022-01-27,10:53:08,Link,73,11,47,0,1,0,13,0,1,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160409551811388,Francisco Rodrigues dos Santos acusa os socialistas de terem entrado numa “lógica fratricida“.,https://sicnoticias.pt/eleicoes-legislativas/ha-uma-coisa-que-ja-cheira-por-todo-o-portugal-e-que-vamos-mesmo-mudar-de-pagina-acredita-o-cds,https://sicnoticias.pt/eleicoes-legislativas/ha-uma-coisa-que-ja-cheira-por-todo-o-portugal-e-que-vamos-mesmo-mudar-de-pagina-acredita-o-cds/,,"""Há uma coisa que já cheira por todo o Portugal: é que vamos mesmo mudar de página"", acredita o CDS - SIC Notícias","Francisco Rodrigues dos Santos acusa os socialistas de terem entrado numa ""lógica fratricida"".",,,,73,1.06
200,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155447.0,1138917.0,2022-01-11 23:15:44 WET,2022-01-11,23:15:44,Native Video,71,25,30,2,1,0,7,0,6,0,owned,Yes,1554,1557,0,00:00:31,https://www.facebook.com/101826228779402/posts/235218922106798,Frente a frente entre Francisco Rodrigues dos Santos e André Ventura: um debate a não perder já esta quarta-feira. Para ver a partir das 18h30 na CNN Portugal.,https://www.facebook.com/cnnportugal/videos/1269942936821023/,,,,,,,,71,-2.65
202,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828865.0,935114.0,2022-01-13 15:21:32 WET,2022-01-13,15:21:32,Link,71,11,44,2,0,0,12,1,1,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2282657425232252,"André Ventura, atacando Francisco Rodrigues dos Santos pelo voto contra do CDS à descida do IVA proposta pelo Chega, disse que Portugal tem a quinta eletricidade mais cara da Europa. Será assim?",https://observador.pt/factchecks/fact-check-portugal-e-o-pais-da-europa-com-a-quinta-eletricidade-mais-cara-como-diz-andre-ventura/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642087024,https://observador.pt/factchecks/fact-check-portugal-e-o-pais-da-europa-com-a-quinta-eletricidade-mais-cara-como-diz-andre-ventura/,,"Fact Check. Portugal é o país da Europa com a quinta eletricidade mais cara, como diz André Ventura?",,,,,71,-1.21
203,Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,https://www.noticiasaominuto.com -  Seja o primeiro a saber,2012-07-03 16:29:31,988280.0,995149.0,2022-01-25 16:44:36 WET,2022-01-25,16:44:36,Link,70,5,24,0,0,1,40,0,0,0,,-,0,0,0,,https://www.facebook.com/399457500101727/posts/4911447498902682,"E reclamou que o seu partido ""sempre defendeu"" os ex-combatentes",https://www.noticiasaominuto.com/politica/1918775/lder-do-cds-j-tem-propostas-para-quando-for-ministro-da-defesa,,,"Líder do CDS já tem propostas para ""quando for ministro da Defesa""", ,,,,70,1.63
205,Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268806.0,2284458.0,2022-01-16 17:10:00 WET,2022-01-16,17:10:00,Link,70,14,26,1,0,1,24,3,0,1,,-,0,0,0,,https://www.facebook.com/216390522994/posts/10161826277117995,,https://www.jn.pt/i/14496762.html,https://www.jn.pt/nacional/cds-critica-animalismo-radical-do-pan-e-quer-pegar-a-esquerda-pelos-cornos-14496762.html,,CDS critica ″animalismo radical″ do PAN e quer pegar a esquerda ″pelos cornos″,"O presidente do CDS-PP, Francisco Rodrigues dos Santos, criticou, este domingo, o ""animalismo radical"" do PAN, que é contra as touradas, e disse que na política gostaria de ""pegar a maioria de esquerda pelos cornos"".",,,,70,-1.74
207,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828666.0,934174.0,2022-01-05 21:26:53 WET,2022-01-05,21:26:53,Link,69,13,45,3,1,0,7,0,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2276044835893511,"Francisco Rodrigues dos Santos e João Cotrim Figueiredo estiveram frente a frente, num debate de direita em que o CDS tentou colar a IL à esquerda para segurar o eleitorado mais conservador.",https://observador.pt/2022/01/05/rodrigues-dos-santos-vs-cotrim-cacofonia-num-debate-entre-primos-cada-vez-mais-distantes/?utm_medium=Social&utm_source=Facebook#Echobox=1641417555,,,Rodrigues dos Santos vs. Cotrim. Cacofonia num debate entre primos cada vez mais distantes,,,,,69,-1.28
210,RTP,rtp,17012177975,MEDIA_NEWS_COMPANY,PT,"RTP, Sempre Ligados  www.rtp.pt",2008-06-26 08:57:14,566783.0,595281.0,2022-01-04 12:02:00 WET,2022-01-04,12:02:00,Native Video,67,29,28,3,1,0,0,4,2,0,owned,Yes,1432,1438,0,00:00:14,https://www.facebook.com/17012177975/posts/10159490478112976,Debates - Legislativas 2022 Francisco Rodrigues dos Santos x Inês de Sousa Real Hoje às 22h na RTP3.,https://www.facebook.com/rtp/videos/468758751258834/,,,Legislativas 2022,,,,,67,1.46
213,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760725.0,796851.0,2022-01-08 10:46:06 WET,2022-01-08,10:46:06,Link,66,22,26,3,0,0,13,1,1,0,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159310576297949,"Francisco Rodrigues dos Santos avança que o programa eleitoral também vai incluir um cheque-ensino para as famílias poderem escolher as escolas e descida de IRS a partir do segundo filho. E defende a privatização de todas as companhias de transportes, a começar pela TAP",https://expresso.pt/politica/programa-eleitoral-cds-vai-propor-complemento-de-pensoes-no-inverno-para-ajudar-idosos-a-pagar-a-luz-e-irc-a-15-em-2026,https://expresso.pt/politica/programa-eleitoral-cds-vai-propor-complemento-de-pensoes-no-inverno-para-ajudar-idosos-a-pagar-a-luz-e-irc-a-15-em-2026/,,Programa eleitoral: CDS vai propor complemento de pensões no inverno para ajudar idosos a pagar a luz e IRC a 15% em 2026,,,,,66,-1.47
215,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764111.0,1941164.0,2022-01-18 14:54:47 WET,2022-01-18,14:54:47,Link,65,17,39,1,0,0,6,1,1,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160391572666388,"Na ótica do líder do CDS, Portugal “precisa de uma receita completamente diferente” e de se “libertar do socialismo”.",https://sicnoticias.pt/eleicoes-legislativas/cds-diz-que-costa-e-candidato-a-epoca-de-recurso/,,,CDS diz que Costa é candidato “à época de recurso”,"Na ótica do líder do CDS, Portugal “precisa de uma receita completamente diferente” e de se “libertar do socialismo”.",,,,65,-1.46
216,Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268878.0,2284715.0,2022-01-26 14:20:00 WET,2022-01-26,14:20:00,Link,65,19,25,0,0,0,17,1,3,0,,-,0,0,0,,https://www.facebook.com/216390522994/posts/10161848287767995,,https://www.jn.pt/nacional/rodrigues-dos-santos-e-recandidato-a-lideranca-do-cds-14528338.html,,,Rodrigues dos Santos é recandidato à liderança do CDS,"Certo de que, no próximo dia 30, receberá ""o presente"" dos dois anos à frente do CDS, Rodrigues dos Santos admite recandidatar-se no próximo congresso, afirmando que a sua legitimidade enquanto líder ""é dada pelos militantes do partido"".",,,,65,-1.58
218,RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502138.0,532395.0,2022-01-21 22:45:03 WET,2022-01-21,22:45:03,Link,64,11,29,0,0,0,23,0,0,1,,-,0,0,0,,https://www.facebook.com/110253572394348/posts/4849168081836183,Francisco Rodrigues dos Santos apela ao voto no CDS-PP para que o partido possa ajudar a construir uma maioria de direita no Parlamento.,https://www.rtp.pt/noticias/politica/cds-pp-quer-ser-grande-surpresa-da-noite-eleitoral_v1378692,,,CDS-PP quer ser grande surpresa da noite eleitoral,Francisco Rodrigues dos Santos apela ao voto no CDS-PP para que o partido possa ajudar a construir uma maioria de direita no Parlamento.,,,,64,1.45
